melanin_concentration(Cm),blood_concentration(Ch),melanin_blend(Bm),BloodOxy,epidermis_thickness(T),X,Y,Z,sR,sG,sB
0.28478,0.2,0.728553,0.79,0.005,9.21807,7.11465,5.2425,112.383,60.767,60.575
0.28478,0.2,0.728553,0.79,0.0125,8.11081,6.29521,4.19274,106.359,57.234,53.306
0.28478,0.2,0.728553,0.79,0.02,7.26876,5.69072,3.60557,100.985,54.707,48.86
0.28478,0.2,0.728553,0.885,0.0125,7.80986,6.09601,4.42389,103.605,56.71,55.353
0.28478,0.2,0.728553,0.885,0.02,6.98304,5.53459,3.79766,98.054,54.646,50.701
0.28478,0.2,0.728553,0.885,0.005,8.97904,6.99166,5.61002,109.868,60.876,63.212
0.28478,0.2,0.728553,0.98,0.005,8.77858,6.87047,5.96254,107.72,60.752,65.642
0.28478,0.2,0.728553,0.98,0.0125,7.67429,6.03864,4.79411,101.67,56.993,58.225
0.28478,0.2,0.728553,0.98,0.02,6.96224,5.51893,4.0059,97.49,54.641,52.496
0.28478,0.2,1,0.6,0.02,7.11266,5.39429,3.13929,101.654,51.383,44.905
0.28478,0.2,1,0.6,0.0125,8.14289,6.15142,3.60059,108.476,54.835,48.425
0.28478,0.2,1,0.6,0.005,9.61875,7.32377,4.48176,116.659,60.582,54.687
0.28478,0.2,1,0.695,0.005,9.29676,7.12438,4.69165,114.029,60.22,56.506
0.28478,0.2,1,0.695,0.0125,7.86902,6.01336,3.75583,105.9,54.932,49.932
0.28478,0.2,1,0.695,0.02,6.89398,5.26426,3.27889,99.513,51.169,46.399
0.28478,0.2,1,0.79,0.005,9.0502,7.01694,5.00424,111.492,60.561,58.921
0.28478,0.2,1,0.79,0.0125,7.61035,5.8491,3.86613,103.644,54.532,51.055
0.28478,0.2,1,0.79,0.02,6.70987,5.19036,3.40981,97.43,51.536,47.679
0.28478,0.2,1,0.885,0.005,8.76909,6.83336,5.33959,108.859,60.168,61.479
0.28478,0.2,1,0.885,0.0125,7.42681,5.73275,4.30188,101.354,54.362,54.78
0.28478,0.2,1,0.885,0.02,6.47572,5.07164,3.5073,94.987,51.603,48.674
0.28478,0.2,1,0.98,0.0125,7.29271,5.69011,4.41756,99.774,54.777,55.705
0.28478,0.2,1,0.98,0.005,8.58891,6.74525,5.66782,106.779,60.324,63.786
0.28478,0.2,1,0.98,0.02,6.33711,5.00386,3.68209,93.252,51.719,50.288
0.332943,0.002,0.5,0.6,0.02,28.6701,28.9987,15.9548,170.341,142.55,99.257
0.332943,0.002,0.5,0.6,0.0125,34.0399,35.327,22.5158,178.464,158.059,119.123
0.332943,0.002,0.5,0.6,0.005,41.7382,43.9201,32.7352,189.883,175.796,144.181
0.332943,0.002,0.5,0.695,0.005,41.6999,43.8344,32.7273,189.902,175.57,144.198
0.332943,0.002,0.5,0.695,0.0125,33.976,35.2785,22.4201,178.312,157.99,118.838
0.332943,0.002,0.5,0.695,0.02,28.6425,28.9929,15.95,170.192,142.588,99.237
0.332943,0.002,0.5,0.79,0.005,41.672,43.8423,32.6898,189.764,175.643,144.097
0.332943,0.002,0.5,0.79,0.0125,33.9793,35.2814,22.5218,178.232,158.003,119.16
0.332943,0.002,0.5,0.79,0.02,28.6402,28.9684,15.9895,170.212,142.487,99.412
0.332943,0.002,0.5,0.885,0.02,28.6666,28.9896,16.0326,170.272,142.525,99.572
0.332943,0.002,0.5,0.885,0.0125,33.9635,35.2491,22.5686,178.187,157.912,119.325
0.332943,0.002,0.5,0.885,0.005,41.6916,43.8522,32.7647,189.782,175.648,144.281
0.332943,0.002,0.5,0.98,0.02,28.6248,28.9629,15.9328,170.187,142.493,99.187
0.332943,0.002,0.5,0.98,0.005,41.6525,43.7821,32.86,189.672,175.484,144.547
0.332943,0.002,0.5,0.98,0.0125,33.9486,35.225,22.4572,178.267,157.838,118.984
0.332943,0.002,0.728553,0.6,0.005,40.7175,42.5632,32.0197,188.447,172.868,142.91
0.332943,0.002,0.728553,0.6,0.0125,32.2179,33.4855,21.036,174.215,154.335,115.17
0.332943,0.002,0.728553,0.6,0.02,26.8767,27.0911,15.1915,165.498,137.98,97.286
0.332943,0.002,0.728553,0.695,0.0125,32.2556,33.4623,21.2032,174.352,154.177,115.743
0.332943,0.002,0.728553,0.695,0.005,40.6816,42.5058,31.8774,188.518,172.721,142.574
0.332943,0.002,0.728553,0.695,0.02,26.807,27.0102,15.0928,165.394,137.759,96.932
0.332943,0.002,0.728553,0.79,0.005,40.6547,42.5061,31.8494,188.395,172.768,142.499
0.332943,0.002,0.728553,0.79,0.0125,32.1951,33.3946,21.2777,174.113,154.036,116.02
0.332943,0.002,0.728553,0.79,0.02,26.833,26.9962,15.1603,165.537,137.638,97.224
0.332943,0.002,0.728553,0.885,0.0125,32.1528,33.3289,21.3994,173.935,153.868,116.453
0.332943,0.002,0.728553,0.885,0.02,26.8019,26.965,15.0974,165.495,137.56,96.985
0.332943,0.002,0.728553,0.98,0.02,26.7769,26.9372,15.1942,165.323,137.5,97.397
0.332943,0.002,0.728553,0.885,0.005,40.6311,42.4771,31.9947,188.221,172.721,142.877
0.332943,0.002,0.728553,0.98,0.0125,32.1277,33.2995,21.3816,173.884,153.8,116.409
0.332943,0.002,1,0.6,0.005,39.9394,41.7323,31.0071,187.208,171.278,140.636
0.332943,0.002,0.728553,0.98,0.005,40.5999,42.4098,31.954,188.259,172.538,142.803
0.332943,0.002,1,0.6,0.0125,30.3063,31.2346,19.9188,170.128,148.996,112.541
0.332943,0.002,1,0.6,0.02,24.6153,24.9128,14.0483,158.579,133.025,93.777
0.332943,0.002,1,0.695,0.02,24.546,24.906,14.2743,157.894,133.192,94.725
0.332943,0.002,1,0.695,0.005,39.8902,41.6783,30.9266,187.147,171.17,140.449
0.332943,0.002,1,0.695,0.0125,30.3008,31.2191,19.9617,170.099,148.947,112.696
0.332943,0.002,1,0.885,0.02,24.4492,24.5325,14.0647,158.658,131.574,94.122
0.332943,0.002,1,0.79,0.0125,30.4296,31.3306,20.0454,170.488,149.145,112.93
0.332943,0.002,1,0.79,0.02,24.4728,24.6292,14.3719,158.187,132.027,95.342
0.332943,0.002,1,0.79,0.005,38.8523,40.6169,30.7689,184.336,169.281,140.429
0.332943,0.002,1,0.885,0.0125,30.4643,31.3786,20.2309,170.386,149.29,113.532
0.332943,0.008,0.5,0.6,0.005,34.1919,34.3024,23.4874,181.271,153.732,122.787
0.332943,0.002,1,0.98,0.02,24.352,24.4703,13.7745,158.502,131.483,92.91
0.332943,0.002,1,0.98,0.0125,30.3724,31.3542,19.7487,170.348,149.342,111.893
0.332943,0.002,1,0.885,0.005,38.8425,40.3988,31.024,184.638,168.533,141.191
0.332943,0.002,1,0.98,0.005,38.7011,40.2979,30.813,184.298,168.415,140.681
0.332943,0.008,0.5,0.695,0.005,34.2182,34.2709,23.9762,181.077,153.592,124.29
0.332943,0.008,0.5,0.695,0.0125,27.9593,27.7359,16.5751,169.056,138.522,102.48
0.332943,0.008,0.5,0.6,0.02,23.6193,22.9921,11.8635,160.265,125.643,85.366
0.332943,0.008,0.5,0.79,0.005,34.1709,34.2339,24.1946,180.717,153.56,124.959
0.332943,0.008,0.5,0.695,0.02,23.5182,22.8693,11.9934,159.846,125.286,86.071
0.332943,0.008,0.5,0.6,0.0125,28.0881,27.876,16.6252,169.396,138.869,102.594
0.332943,0.008,0.5,0.79,0.0125,27.9065,27.6056,16.8368,168.862,138.069,103.559
0.332943,0.008,0.5,0.79,0.02,23.4836,22.7933,11.9937,159.855,124.978,86.133
0.332943,0.008,0.5,0.885,0.005,34.1608,34.1747,24.4588,180.587,153.364,125.777
0.332943,0.008,0.5,0.885,0.02,23.4659,22.7097,12.1806,159.81,124.605,87.081
0.332943,0.008,0.5,0.885,0.0125,27.9978,27.6587,17.0533,169.066,138.119,104.352
0.332943,0.008,0.5,0.98,0.0125,27.8671,27.5206,17.1236,168.592,137.796,104.688
0.332943,0.008,0.5,0.98,0.005,34.1522,34.055,24.797,180.565,152.923,126.841
0.332943,0.008,0.728553,0.6,0.0125,26.78,26.5208,15.6746,166.133,135.57,99.648
0.332943,0.008,0.728553,0.6,0.02,22.2319,21.4466,11.3062,156.414,121.112,83.762
0.332943,0.008,0.5,0.98,0.02,23.3442,22.6213,12.2845,159.167,124.481,87.613
0.332943,0.008,0.728553,0.695,0.0125,26.6553,26.3428,15.81,165.743,135.04,100.291
0.332943,0.008,0.728553,0.695,0.005,33.1745,33.0674,23.2639,178.993,150.786,122.668
0.332943,0.008,0.728553,0.695,0.02,22.1007,21.3055,11.3719,155.901,120.715,84.18
0.332943,0.008,0.728553,0.6,0.005,33.1994,33.1185,23.0522,179.185,150.926,121.992
0.332943,0.008,0.728553,0.79,0.005,33.0561,32.9114,23.3974,178.617,150.401,123.148
0.332943,0.008,0.728553,0.79,0.0125,26.5734,26.2729,15.8784,165.364,134.914,100.595
0.332943,0.008,0.728553,0.79,0.02,21.953,21.1947,11.4393,155.17,120.532,84.573
0.332943,0.008,0.728553,0.885,0.005,33.0599,32.8099,23.5891,178.747,149.985,123.789
0.332943,0.008,0.728553,0.885,0.0125,26.5699,26.1902,16.0526,165.421,134.543,101.335
0.332943,0.008,0.728553,0.885,0.02,21.9673,21.1494,11.6247,155.22,120.262,85.508
0.332943,0.008,0.728553,0.98,0.02,21.8478,20.9659,11.7368,154.874,119.596,86.178
0.332943,0.008,0.728553,0.98,0.0125,26.5073,26.1208,16.282,165.005,134.388,102.258
0.332943,0.008,0.728553,0.98,0.005,33.0039,32.6922,24.0369,178.347,149.653,125.192
0.332943,0.008,1,0.6,0.0125,25.2062,24.7475,14.7221,162.345,130.769,96.857
0.332943,0.008,1,0.6,0.005,32.2296,32.4051,22.645,175.861,149.998,121
0.332943,0.008,1,0.6,0.02,20.6784,20.1171,10.4763,150.813,118.057,80.484
0.332943,0.008,1,0.695,0.02,20.6309,20.0468,10.5935,150.581,117.811,81.138
0.332943,0.008,1,0.695,0.0125,25.1068,24.6041,14.894,161.966,130.326,97.649
0.332943,0.008,1,0.695,0.005,32.1646,32.3316,22.6293,175.697,149.829,120.985
0.332943,0.008,1,0.79,0.0125,25.0601,24.5498,14.9765,161.744,130.184,98.015
0.332943,0.008,1,0.79,0.02,20.5875,19.9905,10.6617,150.385,117.625,81.526
0.332943,0.008,1,0.79,0.005,31.9871,32.0958,22.8608,175.096,149.243,121.814
0.332943,0.008,1,0.885,0.005,31.9558,32.0051,23.1059,174.941,148.95,122.616
0.332943,0.008,1,0.885,0.0125,25.066,24.6183,15.1104,161.432,130.528,98.502
0.332943,0.008,1,0.885,0.02,20.5492,19.9444,10.9523,149.941,117.512,83.012
0.332943,0.008,1,0.98,0.0125,25.0393,24.5703,15.3609,161.151,130.384,99.533
0.332943,0.008,1,0.98,0.02,20.5262,19.929,10.968,149.809,117.494,83.098
0.332943,0.008,1,0.98,0.005,31.8666,31.8833,23.3105,174.566,148.647,123.296
0.332943,0.018,0.5,0.6,0.0125,23.2081,21.5543,12.5426,161.37,119.054,89.698
0.332943,0.018,0.5,0.6,0.02,19.4713,17.6835,9.35607,151.673,106.967,76.719
0.332943,0.018,0.5,0.6,0.005,28.0899,26.6145,18.0964,171.698,133.008,108.901
0.332943,0.018,0.5,0.695,0.02,19.4226,17.5373,9.37183,151.803,106.187,76.943
0.332943,0.018,0.5,0.695,0.005,27.951,26.3768,18.5958,171.067,132.247,110.789
0.332943,0.018,0.5,0.695,0.0125,23.0033,21.2757,12.731,160.696,118.1,90.732
0.332943,0.018,0.5,0.79,0.005,27.734,26.1754,18.7182,170.205,131.818,111.308
0.332943,0.018,0.5,0.79,0.02,19.1294,17.2938,9.57995,150.294,105.617,78.226
0.332943,0.018,0.5,0.79,0.0125,22.7861,21.1207,12.9929,159.467,117.889,91.966
0.332943,0.018,0.5,0.885,0.005,27.562,26.0157,19.0122,169.328,131.499,112.391
0.332943,0.018,0.5,0.885,0.0125,22.6716,21.0046,13.401,158.644,117.616,93.797
0.332943,0.018,0.5,0.885,0.02,18.9756,17.2112,9.76008,149.259,105.622,79.215
0.332943,0.018,0.5,0.98,0.005,27.4257,25.8344,19.3499,168.692,130.984,113.629
0.332943,0.018,0.5,0.98,0.02,19.0133,17.2459,10.1496,148.975,105.778,81.196
0.332943,0.018,0.5,0.98,0.0125,22.5529,20.8419,13.6073,158.148,117.06,94.776
0.332943,0.018,0.728553,0.6,0.0125,21.9167,20.1268,11.9033,157.912,114.587,87.729
0.332943,0.018,0.728553,0.6,0.005,27.5311,26.0124,17.8115,170.29,131.43,108.196
0.332943,0.018,0.728553,0.6,0.02,18.2566,16.5921,8.75102,147.268,103.839,74.182
0.332943,0.018,0.728553,0.695,0.0125,21.7068,20.0278,12.2544,156.428,114.689,89.37
0.332943,0.018,0.728553,0.695,0.02,18.1746,16.4162,9.00755,146.985,102.981,75.778
0.332943,0.018,0.728553,0.695,0.005,27.2584,25.7461,18.1951,169.017,130.846,109.687
0.332943,0.018,0.728553,0.79,0.005,27.0455,25.5699,18.2214,168.184,130.518,109.859
0.332943,0.018,0.728553,0.79,0.0125,21.6088,19.92,12.4388,155.909,114.375,90.269
0.332943,0.018,0.728553,0.79,0.02,18.1378,16.3593,9.0925,146.814,102.737,76.293
0.332943,0.018,0.728553,0.885,0.005,26.8668,25.466,18.4909,167.109,130.489,110.837
0.332943,0.018,0.728553,0.885,0.02,18.0462,16.2818,9.16501,146.32,102.544,76.743
0.332943,0.018,0.728553,0.885,0.0125,21.4548,19.8094,12.7513,154.87,114.232,91.709
0.332943,0.018,0.728553,0.98,0.005,26.8498,25.266,18.9661,167.139,129.578,112.599
0.332943,0.018,0.728553,0.98,0.02,18.0027,16.2793,9.42245,145.704,102.718,78.114
0.332943,0.018,0.728553,0.98,0.0125,21.5126,19.8056,13.186,154.82,114.089,93.606
0.332943,0.018,1,0.6,0.005,26.5886,25.4468,17.1854,166.677,130.968,106.146
0.332943,0.018,1,0.6,0.0125,20.7236,19.3127,11.2348,153.029,113.322,85.025
0.332943,0.018,1,0.6,0.02,16.9508,15.4138,8.14331,142.304,100.312,71.594
0.332943,0.018,1,0.695,0.005,26.2414,25.1396,17.5569,165.026,130.369,107.643
0.332943,0.018,1,0.695,0.0125,20.4681,19.0586,11.4677,151.814,112.618,86.302
0.332943,0.018,1,0.695,0.02,16.804,15.2856,8.23263,141.527,99.959,72.217
0.332943,0.018,1,0.79,0.0125,20.2745,18.8405,11.7316,150.875,111.938,87.683
0.332943,0.018,1,0.79,0.02,16.7401,15.1738,8.46395,141.163,99.442,73.654
0.332943,0.018,1,0.79,0.005,26.121,24.9855,17.8074,164.474,129.933,108.623
0.332943,0.018,1,0.885,0.005,25.9796,24.8608,18.0675,163.683,129.702,109.602
0.332943,0.018,1,0.885,0.02,16.661,15.0527,8.71707,140.686,98.916,75.185
0.332943,0.018,1,0.885,0.0125,20.2177,18.7478,11.9358,150.556,111.579,88.689
0.332943,0.018,1,0.98,0.005,25.8076,24.6275,18.5687,162.781,129.025,111.472
0.332943,0.018,1,0.98,0.0125,20.242,18.7206,12.3625,150.35,111.394,90.639
0.332943,0.018,1,0.98,0.02,16.5542,14.9469,8.6805,140.283,98.55,75.064
0.332943,0.032,0.5,0.6,0.02,16.4185,14.1,7.35998,143.935,92.592,68.219
0.332943,0.032,0.5,0.6,0.005,23.2133,20.9602,13.8512,161.935,115.801,95.846
0.332943,0.032,0.5,0.6,0.0125,19.2111,16.7811,9.63959,152.559,101.918,79.084
0.332943,0.032,0.5,0.695,0.005,22.9758,20.656,14.3143,160.848,114.797,97.932
0.332943,0.032,0.5,0.695,0.0125,18.9953,16.5569,9.82607,151.573,101.173,80.217
0.332943,0.032,0.5,0.695,0.02,16.2451,13.9888,7.49236,142.85,92.448,69.113
0.332943,0.032,0.5,0.79,0.02,16.1676,13.8564,7.59756,142.611,91.752,69.885
0.332943,0.032,0.5,0.79,0.0125,18.6728,16.3113,10.1564,149.718,100.677,82.049
0.332943,0.032,0.5,0.79,0.005,22.6907,20.4297,14.8176,159.142,114.395,100.054
0.332943,0.032,0.5,0.885,0.005,22.6317,20.4032,15.299,158.329,114.482,101.936
0.332943,0.032,0.5,0.885,0.0125,18.5452,16.2766,10.5581,148.453,100.955,84.032
0.332943,0.032,0.5,0.885,0.02,15.9885,13.703,8.03326,141.26,91.353,72.583
0.332943,0.032,0.5,0.98,0.005,22.3774,20.0563,16.0498,156.929,113.298,104.976
0.332943,0.032,0.5,0.98,0.02,15.8598,13.6433,8.41015,140.011,91.471,74.755
0.332943,0.032,0.5,0.98,0.0125,18.4426,16.1445,11.0615,147.586,100.483,86.535
0.332943,0.032,0.728553,0.6,0.005,22.8632,20.5938,13.7005,160.923,114.692,95.437
0.332943,0.032,0.728553,0.6,0.02,15.4038,13.116,6.85201,140.279,88.882,65.858
0.332943,0.032,0.728553,0.6,0.0125,18.226,16.0887,9.11423,148.394,100.574,76.721
0.332943,0.032,0.728553,0.695,0.02,15.1991,12.9759,6.99731,139.001,88.631,66.897
0.332943,0.032,0.728553,0.695,0.005,22.5374,20.2154,13.9665,159.675,113.479,96.768
0.332943,0.032,0.728553,0.695,0.0125,17.9473,15.8295,9.17888,147.169,99.779,77.261
0.332943,0.032,0.728553,0.79,0.005,22.2241,20.0225,14.5438,157.575,113.37,99.184
0.332943,0.032,0.728553,0.79,0.0125,17.8497,15.7652,9.58289,146.202,99.745,79.437
0.332943,0.032,0.728553,0.79,0.02,15.1367,12.8811,7.34672,138.43,88.186,69.173
0.332943,0.032,0.728553,0.885,0.005,22.1609,19.9285,14.8555,157.121,113.043,100.474
0.332943,0.032,0.728553,0.885,0.0125,17.6793,15.6576,10.2519,144.522,99.711,82.891
0.332943,0.032,0.728553,0.885,0.02,14.9838,12.836,7.61042,137.037,88.508,70.77
0.332943,0.032,0.728553,0.98,0.005,22.0392,19.879,15.5874,155.669,113.221,103.304
0.332943,0.032,0.728553,0.98,0.0125,17.6418,15.5592,10.6982,144.068,99.225,85.147
0.332943,0.032,0.728553,0.98,0.02,14.8395,12.6859,8.05031,135.884,87.972,73.462
0.332943,0.032,1,0.6,0.005,21.8756,19.8611,13.2989,157.026,113.316,94.123
0.332943,0.032,1,0.6,0.02,14.1817,11.9238,6.4465,135.475,84.129,64.281
0.332943,0.032,1,0.6,0.0125,17.1305,14.9962,8.4318,144.864,96.722,73.783
0.332943,0.032,1,0.695,0.005,21.6971,19.709,13.5853,155.992,112.995,95.412
0.332943,0.032,1,0.695,0.0125,16.9302,14.8088,8.67255,143.732,96.147,75.278
0.332943,0.032,1,0.695,0.02,14.0652,11.9097,6.71631,134.216,84.576,66.03
0.332943,0.032,1,0.79,0.005,21.5169,19.5734,14.0994,154.638,112.807,97.597
0.332943,0.032,1,0.79,0.02,13.9721,11.7596,6.9049,133.789,83.732,67.389
0.332943,0.032,1,0.79,0.0125,16.8168,14.6916,9.14318,142.728,95.793,77.927
0.332943,0.032,1,0.885,0.005,21.2812,19.3339,14.6309,153.206,112.166,99.859
0.332943,0.032,1,0.885,0.0125,16.6656,14.6464,9.40551,141.404,96.077,79.313
0.332943,0.032,1,0.885,0.02,13.7004,11.6214,7.11023,131.773,83.791,68.748
0.332943,0.032,1,0.98,0.005,21.2979,19.3203,15.2494,152.696,112.115,102.279
0.332943,0.032,1,0.98,0.0125,16.4208,14.359,9.95721,139.88,94.977,82.343
0.332943,0.032,1,0.98,0.02,13.4244,11.4747,7.2872,129.752,83.788,69.913
0.332943,0.05,0.5,0.6,0.005,19.35,16.7099,10.7233,152.601,101.102,84.633
0.332943,0.05,0.5,0.6,0.02,13.9521,11.4456,5.91448,136.127,80.849,61.183
0.332943,0.05,0.5,0.6,0.0125,16.0701,13.5131,7.60885,143.102,89.444,70.321
0.332943,0.05,0.5,0.695,0.005,19.084,16.4895,11.371,150.732,100.626,87.823
0.332943,0.05,0.5,0.695,0.02,13.6722,11.2654,6.1317,134.238,80.57,62.832
0.332943,0.05,0.5,0.695,0.0125,15.7953,13.3042,7.86169,141.435,88.95,71.974
0.332943,0.05,0.5,0.79,0.005,18.8575,16.4326,11.3555,149.301,101.04,87.748
0.332943,0.05,0.5,0.79,0.02,13.5141,11.1546,6.3428,133.077,80.347,64.345
0.332943,0.05,0.5,0.79,0.0125,15.5895,13.1873,8.18036,139.862,88.922,73.876
0.332943,0.05,0.5,0.885,0.005,18.7479,16.2775,12.0566,148.244,100.465,91.025
0.332943,0.05,0.5,0.885,0.0125,15.2643,12.9231,8.54552,137.81,88.207,76.1
0.332943,0.05,0.5,0.885,0.02,13.2964,11.0385,6.57287,131.388,80.36,65.928
0.332943,0.05,0.5,0.98,0.02,13.1367,10.9157,6.99303,129.951,80.077,68.682
0.332943,0.05,0.5,0.98,0.0125,15.2469,12.9949,9.11482,136.68,88.963,79.069
0.332943,0.05,0.5,0.98,0.005,18.3542,16.0437,12.7062,145.388,100.353,93.946
0.332943,0.05,0.728553,0.6,0.005,18.8141,16.4125,10.5312,149.978,100.93,83.842
0.332943,0.05,0.728553,0.6,0.0125,15.1388,12.754,7.23657,139.067,87.113,68.646
0.332943,0.05,0.728553,0.6,0.02,12.847,10.5106,5.54492,131.037,77.393,59.408
0.332943,0.05,0.728553,0.695,0.0125,14.854,12.5399,7.46144,137.31,86.598,70.179
0.332943,0.05,0.728553,0.695,0.02,12.7229,10.4461,5.74865,129.954,77.432,60.916
0.332943,0.05,0.728553,0.695,0.005,18.6076,16.2437,10.8954,148.645,100.555,85.7
0.332943,0.05,0.728553,0.79,0.02,12.5351,10.3144,5.94537,128.589,77.143,62.4
0.332943,0.05,0.728553,0.79,0.0125,14.6115,12.4715,7.78566,135.176,87.13,72.104
0.332943,0.05,0.728553,0.79,0.005,18.2858,16.0851,11.332,146.317,100.675,87.809
0.332943,0.05,0.728553,0.885,0.005,18.1389,15.9599,11.8274,145.083,100.409,90.135
0.332943,0.05,0.728553,0.885,0.0125,14.3946,12.3075,8.07614,133.641,86.752,73.891
0.332943,0.05,0.728553,0.885,0.02,12.3623,10.2569,6.04873,127.153,77.467,63.123
0.332943,0.05,0.728553,0.98,0.005,17.9855,15.8299,12.348,143.773,100.135,92.502
0.332943,0.05,0.728553,0.98,0.0125,14.3373,12.2941,8.51964,132.634,86.967,76.355
0.332943,0.05,0.728553,0.98,0.02,12.2334,10.1813,6.60636,125.538,77.499,66.846
0.332943,0.05,1,0.6,0.0125,14.3845,12.0176,6.72929,136.42,84.088,66.088
0.332943,0.05,1,0.6,0.005,18.3601,15.8378,10.1911,149.037,98.49,82.595
0.332943,0.05,1,0.6,0.02,11.9246,9.88833,5.0703,126.142,75.886,56.38
0.332943,0.05,1,0.695,0.005,18.1189,15.7099,10.4969,147.358,98.514,84.157
0.332943,0.05,1,0.695,0.02,11.642,9.62014,5.45234,124.185,74.766,59.523
0.332943,0.05,1,0.695,0.0125,14.0646,11.8226,6.99571,134.197,83.882,67.914
0.332943,0.05,1,0.79,0.02,11.6075,9.62472,5.493,123.788,74.997,59.799
0.332943,0.05,1,0.79,0.0125,13.9395,11.7208,7.5161,132.876,83.66,71.162
0.332943,0.05,1,0.79,0.005,17.7946,15.3844,11.0249,145.477,97.465,86.891
0.332943,0.05,1,0.885,0.02,11.38,9.52902,5.68821,121.802,75.255,61.24
0.332943,0.05,1,0.885,0.0125,13.7779,11.6541,7.96819,131.172,83.891,73.81
0.332943,0.05,1,0.885,0.005,17.6859,15.3739,11.6146,143.999,97.888,89.58
0.332943,0.05,1,0.98,0.005,17.4613,15.2411,12.1852,142.075,97.858,92.169
0.332943,0.05,1,0.98,0.02,11.2223,9.37332,5.98865,120.564,74.586,63.465
0.332943,0.05,1,0.98,0.0125,13.6651,11.5962,8.22416,130.091,83.943,75.276
0.332943,0.072,0.5,0.6,0.0125,13.626,11.1219,6.28992,134.217,79.506,64.073
0.332943,0.072,0.5,0.6,0.005,16.4896,13.7672,8.65876,144.157,89.928,76.182
0.332943,0.072,0.5,0.6,0.02,12.0168,9.63147,4.93092,128.25,72.813,55.718
0.332943,0.072,0.5,0.695,0.005,16.1705,13.6241,8.89843,141.935,90.142,77.538
0.332943,0.072,0.5,0.695,0.02,11.7962,9.46647,5.08589,126.767,72.323,57.073
0.332943,0.072,0.5,0.695,0.0125,13.3817,10.8821,6.5127,132.828,78.496,65.763
0.332943,0.072,0.5,0.79,0.005,15.9512,13.4158,9.36882,140.421,89.468,80.159
0.332943,0.072,0.5,0.79,0.02,11.5196,9.3101,5.18136,124.795,72.206,57.914
0.332943,0.072,0.5,0.79,0.0125,13.103,10.7236,6.69109,130.852,78.396,67.011
0.332943,0.072,0.5,0.885,0.005,15.7435,13.3121,9.80431,138.625,89.573,82.41
0.332943,0.072,0.5,0.885,0.02,11.2853,9.22643,5.52316,122.501,72.668,60.447
0.332943,0.072,0.5,0.885,0.0125,12.9046,10.6695,7.13292,128.751,78.94,69.754
0.332943,0.072,0.5,0.98,0.005,15.5465,13.13,10.5094,136.851,89.053,85.955
0.332943,0.072,0.5,0.98,0.0125,12.8294,10.6578,7.34236,127.848,79.235,71.002
0.332943,0.072,0.5,0.98,0.02,11.0927,9.08239,5.90547,120.767,72.297,63.235
0.332943,0.072,0.728553,0.6,0.005,16.0544,13.5092,8.49057,141.943,89.633,75.404
0.332943,0.072,0.728553,0.6,0.0125,12.962,10.6219,5.9354,131.055,77.967,62.076
0.332943,0.072,0.728553,0.6,0.02,11.2019,8.91942,4.63953,124.345,69.687,54.149
0.332943,0.072,0.728553,0.695,0.0125,12.6035,10.3551,6.09736,128.816,77.226,63.411
0.332943,0.072,0.728553,0.695,0.005,15.6162,13.1909,8.66947,139.463,88.927,76.596
0.332943,0.072,0.728553,0.695,0.02,10.9394,8.76775,4.87448,122.233,69.57,56.136
0.332943,0.072,0.728553,0.79,0.005,15.5412,13.1706,9.14267,138.357,89.159,79.118
0.332943,0.072,0.728553,0.79,0.0125,12.4485,10.2708,6.51458,127.224,77.273,66.22
0.332943,0.072,0.728553,0.79,0.02,10.7887,8.66388,5.03678,121.036,69.327,57.474
0.332943,0.072,0.728553,0.885,0.02,10.5557,8.5552,5.09562,119.203,69.468,57.983
0.332943,0.072,0.728553,0.885,0.005,15.3205,13.0441,9.63268,136.439,89.146,81.698
0.332943,0.072,0.728553,0.885,0.0125,12.1521,10.0885,6.62284,125.175,77.017,67.038
0.332943,0.072,0.728553,0.98,0.005,15.046,12.7704,10.1824,134.544,88.176,84.597
0.332943,0.072,0.728553,0.98,0.0125,12.0073,9.99413,7.03534,123.67,76.917,69.666
0.332943,0.072,0.728553,0.98,0.02,10.4603,8.4946,5.3487,118.171,69.406,59.895
0.332943,0.072,1,0.6,0.005,15.593,12.9828,8.10578,140.749,87.224,73.678
0.332943,0.072,1,0.6,0.02,10.2771,8.2806,4.26798,118.999,67.833,51.682
0.332943,0.072,1,0.6,0.0125,12.2372,9.92617,5.50737,128.179,74.765,59.722
0.332943,0.072,1,0.695,0.0125,11.9194,9.76007,5.73388,125.721,74.795,61.447
0.332943,0.072,1,0.695,0.005,15.2231,12.8246,8.5649,137.831,87.578,76.298
0.332943,0.072,1,0.695,0.02,10.0486,8.14832,4.53189,116.968,67.74,53.99
0.332943,0.072,1,0.79,0.02,9.88089,8.00923,4.68142,115.718,67.189,55.332
0.332943,0.072,1,0.79,0.0125,11.656,9.59269,6.09414,123.521,74.563,64.044
0.332943,0.072,1,0.79,0.005,15.0449,12.6035,9.01395,136.673,86.592,78.88
0.332943,0.072,1,0.885,0.005,14.8164,12.5352,9.50126,134.433,87.095,81.397
0.332943,0.072,1,0.885,0.02,9.64453,7.85871,4.87329,113.736,66.917,56.954
0.332943,0.072,1,0.885,0.0125,11.5134,9.48123,6.37884,122.272,74.248,66.009
